Date,price,daily_return,signals,cash,positions,wealth
2023-01-03,88.33856964111328,1.0,0,1000.0,0.0,1000.0
2023-01-04,87.4543228149414,-0.010009748060946011,0,1000.0,0.0,1000.0
2023-01-05,85.99959564208984,-0.016634136838837077,0,1000.0,0.0,1000.0
2023-01-06,87.093017578125,0.012714268338954948,0,1000.0,0.0,1000.0
2023-01-09,86.98843383789062,-0.0012008280702934249,0,1000.0,0.0,1000.0
2023-01-10,86.18977355957031,-0.009181223791299375,0,1000.0,0.0,1000.0
2023-01-11,85.33404541015625,-0.009928418582311527,0,1000.0,0.0,1000.0
2023-01-12,84.7920913696289,-0.006350970915798615,0,1000.0,0.0,1000.0
2023-01-13,85.49568176269531,0.008297830395517458,0,1000.0,0.0,1000.0
2023-01-17,84.97274780273438,-0.006116495584097548,0,1000.0,0.0,1000.0
2023-01-18,83.86031341552734,-0.013091660749744882,0,1000.0,0.0,1000.0
2023-01-19,83.75021362304688,-0.001312895075110454,0,1000.0,0.0,1000.0
2023-01-20,83.2906723022461,-0.005487046550939456,0,1000.0,0.0,1000.0
2023-01-23,83.4821548461914,0.002298967443202571,1,916.5178451538086,83.4821548461914,1000.0
2023-01-24,82.35245513916016,-0.013532229841366927,1,834.1653900146484,164.7049102783203,998.8703002929688
2023-01-25,82.09397888183594,-0.0031386587915009923,1,752.0714111328125,246.2819366455078,998.3533477783203
2023-01-26,83.92254638671875,0.02227407575791651,1,668.1488647460938,335.690185546875,1003.8390502929688
2023-01-27,84.03742218017578,0.0013688311234942852,1,584.111442565918,420.1871109008789,1004.2985534667969
2023-01-30,83.33854675292969,-0.008316240659401841,0,584.111442565918,416.69273376464844,1000.8041763305664
2023-01-31,84.45867156982422,0.013440656941323015,0,584.111442565918,422.2933578491211,1006.4048004150391
2023-02-01,83.75979614257812,-0.008274762250650824,1,500.35164642333984,502.55877685546875,1002.9104232788086
2023-02-02,82.5056381225586,-0.014973269728172145,0,500.35164642333984,495.03382873535156,995.3854751586914
2023-02-03,82.11312103271484,-0.00475745777834824,0,500.35164642333984,492.67872619628906,993.0303726196289
2023-02-06,81.61529541015625,-0.00606268055942305,0,500.35164642333984,489.6917724609375,990.0434188842773
2023-02-07,82.3141860961914,0.008563231714385111,0,500.35164642333984,493.88511657714844,994.2367630004883
2023-02-08,85.16710662841797,0.03465891685902922,0,500.35164642333984,511.0026397705078,1011.3542861938477
2023-02-09,86.22978973388672,0.012477623668785798,0,500.35164642333984,517.3787384033203,1017.7303848266602
2023-02-10,85.83726501464844,-0.004552077889203421,0,500.35164642333984,515.0235900878906,1015.3752365112305
2023-02-13,86.03831481933594,0.0023422205338576862,-1,586.3899612426758,430.1915740966797,1016.5815353393555
2023-02-14,84.7458724975586,-0.015021706602357687,-1,671.1358337402344,338.9834899902344,1010.1193237304688
2023-02-15,84.5831298828125,-0.001920360366232332,0,671.1358337402344,338.33251953125,1009.4683532714844
2023-02-16,84.21932220458984,-0.004301184866612351,0,671.1358337402344,336.8772888183594,1008.0131225585938
2023-02-17,84.8033218383789,0.006934271358422617,0,671.1358337402344,339.2132873535156,1010.34912109375
2023-02-21,83.88424682617188,-0.010837724186779307,1,587.2515869140625,419.4212341308594,1006.6728210449219
2023-02-22,83.49172973632812,-0.004679270598413332,1,503.7598571777344,500.95037841796875,1004.7102355957031
2023-02-23,83.16622161865234,-0.003898686956226194,1,420.59363555908203,582.1635513305664,1002.7571868896484
2023-02-24,82.11312103271484,-0.012662599856542167,1,338.4805145263672,656.9049682617188,995.3854827880859
2023-02-27,81.22277069091797,-0.010842972847690757,1,257.2577438354492,731.0049362182617,988.2626800537109
2023-02-28,79.97820281982422,-0.015322893574140406,0,257.2577438354492,719.803825378418,977.0615692138672
2023-03-01,78.95382690429688,-0.012808188724058645,0,257.2577438354492,710.5844421386719,967.8421859741211
2023-03-02,77.9581527709961,-0.012610840694367798,0,257.2577438354492,701.6233749389648,958.8811187744141
2023-03-03,78.32196044921875,0.0046667047036292875,0,257.2577438354492,704.8976440429688,962.155387878418
2023-03-06,79.43250274658203,0.014179194328049594,0,257.2577438354492,714.8925247192383,972.1502685546875
2023-03-07,77.01993560791016,-0.030372543420529308,0,257.2577438354492,693.1794204711914,950.4371643066406
2023-03-08,76.4072265625,-0.00795520069673017,0,257.2577438354492,687.6650390625,944.9227828979492
2023-03-09,73.717041015625,-0.03520852238596128,0,257.2577438354492,663.453369140625,920.7111129760742
2023-03-10,73.81277465820312,0.0012986636639122917,0,257.2577438354492,664.3149719238281,921.5727157592773
2023-03-13,73.02774047851562,-0.010635478524180564,1,184.2300033569336,730.2774047851562,914.5074081420898
2023-03-14,72.33843994140625,-0.009438886272431835,0,184.2300033569336,723.3843994140625,907.6144027709961
2023-03-15,72.18526458740234,-0.002117482131602233,1,112.04473876953125,794.0379104614258,906.082649230957
2023-03-16,72.596923828125,0.005702815430207675,1,39.44781494140625,871.1630859375,910.6109008789062
2023-03-17,71.19916534423828,-0.019253687486758375,0,39.44781494140625,854.3899841308594,893.8377990722656
2023-03-20,71.78316497802734,0.008202338201094062,0,39.44781494140625,861.3979797363281,900.8457946777344
2023-03-21,72.33843994140625,0.007735448326203986,0,39.44781494140625,868.061279296875,907.5090942382812
2023-03-22,71.23747253417969,-0.015219673082780605,0,39.44781494140625,854.8496704101562,894.2974853515625
2023-03-23,69.28445434570312,-0.027415601915684262,0,39.44781494140625,831.4134521484375,870.8612670898438
2023-03-24,70.13650512695312,0.012297863774730633,0,39.44781494140625,841.6380615234375,881.0858764648438
2023-03-27,70.43328094482422,0.004231402995257705,0,39.44781494140625,845.1993713378906,884.6471862792969
2023-03-28,70.00247192382812,-0.006116554776620098,0,39.44781494140625,840.0296630859375,879.4774780273438
2023-03-29,70.93109893798828,0.013265631750413398,0,39.44781494140625,851.1731872558594,890.6210021972656
2023-03-30,71.51510620117188,0.008233444454232464,0,39.44781494140625,858.1812744140625,897.6290893554688
2023-03-31,71.1417236328125,-0.005221030747113109,-1,110.58953857421875,782.5589599609375,893.1484985351562
2023-04-03,72.84584045410156,0.023953830948552968,0,110.58953857421875,801.3042449951172,911.8937835693359
2023-04-04,72.99900817871094,0.002102628285356678,0,110.58953857421875,802.9890899658203,913.5786285400391
2023-04-05,74.43506622314453,0.019672295285409147,-1,185.02460479736328,744.3506622314453,929.3752670288086
2023-04-06,74.23401641845703,-0.0027010092808245068,-1,259.2586212158203,668.1061477661133,927.3647689819336
2023-04-10,72.79798126220703,-0.019344705103319093,0,259.2586212158203,655.1818313598633,914.4404525756836
2023-04-11,73.03731536865234,0.003287647573402719,-1,332.29593658447266,584.2985229492188,916.5944595336914
2023-04-12,71.72572326660156,-0.017957835599933802,-1,404.0216598510742,502.08006286621094,906.1017227172852
2023-04-13,72.20439910888672,0.006673698367682279,-1,476.22605895996094,433.2263946533203,909.4524536132812
2023-04-14,71.51510620117188,-0.009546411523699061,1,404.71095275878906,500.6057434082031,905.3166961669922
2023-04-17,72.56819915771484,0.014725461688899877,1,332.1427536010742,580.5455932617188,912.688346862793
2023-04-18,72.89370727539062,0.004485547684163205,1,259.2490463256836,656.0433654785156,915.2924118041992
2023-04-19,71.04598236083984,-0.025348208831938335,0,259.2490463256836,639.4138412475586,898.6628875732422
2023-04-20,70.70333099365234,-0.004822952062893404,0,259.2490463256836,636.3299789428711,895.5790252685547
2023-04-21,70.30757904052734,-0.0055973593826934565,0,259.2490463256836,632.7682113647461,892.0172576904297
2023-04-24,70.88673400878906,0.008237447173766066,0,259.2490463256836,637.9806060791016,897.2296524047852
2023-04-25,70.33655548095703,-0.007761375037589113,0,259.2490463256836,633.0289993286133,892.2780456542969
2023-04-26,69.74775695800781,-0.00837115947636402,0,259.2490463256836,627.7298126220703,886.9788589477539
2023-04-27,70.51994323730469,0.011071127058061236,0,259.2490463256836,634.6794891357422,893.9285354614258
2023-04-28,70.76124572753906,0.0034217624002104152,0,259.2490463256836,636.8512115478516,896.1002578735352
2023-05-01,71.32108306884766,0.007911637727015197,0,259.2490463256836,641.8897476196289,901.1387939453125
2023-05-02,70.2303695678711,-0.015293002490212815,0,259.2490463256836,632.0733261108398,891.3223724365234
