Date,price,daily_return,signals,cash,positions,wealth
2023-01-03,495.4526672363281,1.0,0,1000.0,0.0,1000.0
2023-01-04,487.16693115234375,-0.0167235674200783,0,1000.0,0.0,1000.0
2023-01-05,483.1081848144531,-0.008331325626495412,0,1000.0,0.0,1000.0
2023-01-06,487.5826721191406,0.00926187434892256,0,1000.0,0.0,1000.0
2023-01-09,476.8617248535156,-0.02198795789651309,0,1000.0,0.0,1000.0
2023-01-10,476.7428894042969,-0.00024920316105314644,0,1000.0,0.0,1000.0
2023-01-11,488.0380554199219,0.02369236388557061,0,1000.0,0.0,1000.0
2023-01-12,489.3150634765625,0.0026166157381761757,0,1000.0,0.0,1000.0
2023-01-13,486.4145812988281,-0.0059276372101169095,0,1000.0,0.0,1000.0
2023-01-17,485.52362060546875,-0.0018316899361452421,0,1000.0,0.0,1000.0
2023-01-18,479.87109375,-0.011642125358226285,0,1000.0,0.0,1000.0
2023-01-19,486.7709655761719,0.014378594410120016,0,1000.0,0.0,1000.0
2023-01-20,492.2947998046875,0.011347912301994612,0,1000.0,0.0,1000.0
2023-01-23,489.57244873046875,-0.005529920436492142,0,1000.0,0.0,1000.0
2023-01-24,495.3140869140625,0.011727862134568001,0,1000.0,0.0,1000.0
2023-01-25,497.1653137207031,0.00373748063208601,0,1000.0,0.0,1000.0
2023-01-26,494.33404541015625,-0.005694822692593249,0,1000.0,0.0,1000.0
2023-01-27,476.8418884277344,-0.035385296936018995,0,1000.0,0.0,1000.0
2023-01-30,480.0295104980469,0.0066848616861721055,0,1000.0,0.0,1000.0
2023-01-31,506.54986572265625,0.05524734343331028,0,1000.0,0.0,1000.0
2023-02-01,508.1139831542969,0.0030877856998525743,0,1000.0,0.0,1000.0
2023-02-02,484.840576171875,-0.04580351604957611,0,1000.0,0.0,1000.0
2023-02-03,471.7734375,-0.026951413132639157,0,1000.0,0.0,1000.0
2023-02-06,481.3262939453125,0.020248822180270576,0,1000.0,0.0,1000.0
2023-02-07,476.1588134765625,-0.010735919757039358,0,1000.0,0.0,1000.0
2023-02-08,489.2358703613281,0.027463645562467942,0,1000.0,0.0,1000.0
2023-02-09,486.97882080078125,-0.004613417979511425,0,1000.0,0.0,1000.0
2023-02-10,493.6014709472656,0.01359946236592835,0,1000.0,0.0,1000.0
2023-02-13,496.8880920410156,0.0066584507688818295,0,1000.0,0.0,1000.0
2023-02-14,496.6306457519531,-0.0005181172444785886,0,1000.0,0.0,1000.0
2023-02-15,493.3045349121094,-0.0066973531905338834,0,1000.0,0.0,1000.0
2023-02-16,500.6003723144531,0.014789722952057716,0,1000.0,0.0,1000.0
2023-02-17,505.00555419921875,0.008799797459995595,0,1000.0,0.0,1000.0
2023-02-21,498.3135986328125,-0.013251251418447518,0,1000.0,0.0,1000.0
2023-02-22,498.5214538574219,0.00041711730360094457,0,1000.0,0.0,1000.0
2023-02-23,505.5103759765625,0.01401930060394041,0,1000.0,0.0,1000.0
2023-02-24,502.31292724609375,-0.006325189120582997,0,1000.0,0.0,1000.0
2023-02-27,501.412109375,-0.0017933400122358556,0,1000.0,0.0,1000.0
2023-02-28,490.0377502441406,-0.022684651842647563,0,1000.0,0.0,1000.0
2023-03-01,491.15631103515625,0.0022826012699193043,0,1000.0,0.0,1000.0
2023-03-02,490.7702941894531,-0.0007859348175524028,0,1000.0,0.0,1000.0
2023-03-03,495.1754455566406,0.008975994308015212,0,1000.0,0.0,1000.0
2023-03-06,494.0469665527344,-0.0022789478235086813,0,1000.0,0.0,1000.0
2023-03-07,491.0474548339844,-0.006071308846766987,0,1000.0,0.0,1000.0
2023-03-08,484.3851623535156,-0.013567512497791423,0,1000.0,0.0,1000.0
2023-03-09,481.4351806640625,-0.0060901570046445475,0,1000.0,0.0,1000.0
2023-03-10,474.8323059082031,-0.013714981831514206,0,1000.0,0.0,1000.0
2023-03-13,477.6239318847656,0.005879182906948666,0,1000.0,0.0,1000.0
2023-03-14,477.1190490722656,-0.0010570718483633446,0,1000.0,0.0,1000.0
2023-03-15,478.99993896484375,0.003942181508441944,0,1000.0,0.0,1000.0
2023-03-16,489.4041748046875,0.02172074564837767,0,1000.0,0.0,1000.0
2023-03-17,490.5624084472656,0.0023666198659633153,0,1000.0,0.0,1000.0
2023-03-20,489.4140930175781,-0.002340814155169735,0,1000.0,0.0,1000.0
2023-03-21,495.828857421875,0.01310702837498079,0,1000.0,0.0,1000.0
2023-03-22,493.31439208984375,-0.005071236363904941,0,1000.0,0.0,1000.0
2023-03-23,486.4046630859375,-0.014006745221104011,0,1000.0,0.0,1000.0
2023-03-24,497.37310791015625,0.022550040442932406,1,502.62689208984375,497.37310791015625,1000.0
2023-03-27,501.88720703125,0.009075880962002403,0,502.62689208984375,501.88720703125,1004.5140991210938
2023-03-28,478.54461669921875,-0.04650963404727271,1,24.082275390625,957.0892333984375,981.1715087890625
2023-03-29,480.86102294921875,0.0048405230550445655,0,24.082275390625,961.7220458984375,985.8043212890625
2023-03-30,484.3271484375,0.007208164777055215,0,24.082275390625,968.654296875,992.736572265625
2023-03-31,481.45111083984375,-0.005938212646007357,0,24.082275390625,962.9022216796875,986.9844970703125
2023-04-03,506.0364074707031,0.051064990976908975,0,24.082275390625,1012.0728149414062,1036.1550903320312
2023-04-04,499.1537170410156,-0.013601176374025914,0,24.082275390625,998.3074340820312,1022.3897094726562
2023-04-05,511.9670104980469,0.02567003514065469,0,24.082275390625,1023.9340209960938,1048.0162963867188
2023-04-06,515.676025390625,0.0072446365029847914,0,24.082275390625,1031.35205078125,1055.434326171875
