Date,price,daily_return,signals,cash,positions,wealth
2023-01-03,30.348905563354492,1.0,0,1000.0,0.0,1000.0
2023-01-04,30.742027282714844,0.012953406788910327,0,1000.0,0.0,1000.0
2023-01-05,30.378389358520508,-0.011828690438993816,0,1000.0,0.0,1000.0
2023-01-06,31.646202087402344,0.04173403381987528,0,1000.0,0.0,1000.0
2023-01-09,31.587238311767578,-0.0018632180718531899,0,1000.0,0.0,1000.0
2023-01-10,31.84276580810547,0.008089580159424514,0,1000.0,0.0,1000.0
2023-01-11,31.891904830932617,0.0015431769690885666,0,1000.0,0.0,1000.0
2023-01-12,31.93122100830078,0.0012327948918884335,0,1000.0,0.0,1000.0
2023-01-13,31.8624210357666,-0.002154630182049533,0,1000.0,0.0,1000.0
2023-01-17,32.03932189941406,0.005552022034009507,0,1000.0,0.0,1000.0
2023-01-18,31.675683975219727,-0.011349738466249648,0,1000.0,0.0,1000.0
2023-01-19,31.007381439208984,-0.021098282724804407,0,1000.0,0.0,1000.0
2023-01-20,31.459468841552734,0.014579992935878305,0,1000.0,0.0,1000.0
2023-01-23,31.498783111572266,0.00124968003171122,0,1000.0,0.0,1000.0
2023-01-24,31.312053680419922,-0.005928147461790045,1,968.6879463195801,31.312053680419922,1000.0
2023-01-25,30.515981674194336,-0.02542381966863405,1,938.1719646453857,61.03196334838867,999.2039279937744
2023-01-26,29.63146209716797,-0.02898545380155204,1,908.5405025482178,88.8943862915039,997.4348888397217
2023-01-27,29.562664031982422,-0.0023217911070315678,1,878.9778385162354,118.25065612792969,997.228494644165
2023-01-30,29.366104125976562,-0.006648923987134903,1,849.6117343902588,146.8305206298828,996.4422550201416
2023-01-31,30.38821792602539,0.03480590396547334,1,819.2235164642334,182.32930755615234,1001.5528240203857
2023-02-01,31.046695709228516,0.021668851553127366,1,788.1768207550049,217.3268699645996,1005.5036907196045
2023-02-02,32.078636169433594,0.033238334599914765,0,788.1768207550049,224.55045318603516,1012.72727394104
2023-02-03,31.71500015258789,-0.011335769230494841,0,788.1768207550049,222.00500106811523,1010.1818218231201
2023-02-06,31.498783111572266,-0.006817500866320603,0,788.1768207550049,220.49148178100586,1008.6683025360107
2023-02-07,31.734655380249023,0.007488297812689115,-1,819.9114761352539,190.40793228149414,1010.319408416748
2023-02-08,31.40050506591797,-0.010529508208840466,1,788.5109710693359,219.80353546142578,1008.3145065307617
2023-02-09,30.5946044921875,-0.02566521054481996,1,757.9163665771484,244.7568359375,1002.6732025146484
2023-02-10,31.02703857421875,0.0141343249637913,1,726.8893280029297,279.24334716796875,1006.1326751708984
2023-02-13,31.08600616455078,0.0019005226744723824,0,726.8893280029297,279.77405548095703,1006.6633834838867
2023-02-14,30.899274826049805,-0.006006925994691326,-1,757.7886028289795,247.19419860839844,1004.9828014373779
2023-02-15,31.125320434570312,0.007315563546169024,0,757.7886028289795,249.0025634765625,1006.791166305542
2023-02-16,30.574951171875,-0.017682364551146246,0,757.7886028289795,244.599609375,1002.3882122039795
2023-02-17,30.673229217529297,0.0032143320557351807,0,757.7886028289795,245.38583374023438,1003.1744365692139
2023-02-21,30.06389045715332,-0.019865491046105688,0,757.7886028289795,240.51112365722656,998.299726486206
2023-02-22,29.474212646484375,-0.019614155111074116,0,757.7886028289795,235.793701171875,993.5823040008545
2023-02-23,30.122861862182617,0.022007346675488204,0,757.7886028289795,240.98289489746094,998.7714977264404
2023-02-24,30.221139907836914,0.003262573327326379,-1,788.0097427368164,211.5479793548584,999.5577220916748
2023-02-27,30.349365234375,0.004242901721414949,0,788.0097427368164,212.445556640625,1000.4552993774414
2023-02-28,30.073190689086914,-0.00909984585032697,0,788.0097427368164,210.5123348236084,998.5220775604248
2023-03-01,30.438133239746094,0.012135145699442296,-1,818.4478759765625,182.62879943847656,1001.0766754150391
2023-03-02,30.852392196655273,0.013609867387275987,1,787.5954837799072,215.9667453765869,1003.5622291564941
2023-03-03,30.72416877746582,-0.0041560284328083785,0,787.5954837799072,215.06918144226074,1002.664665222168
2023-03-06,30.122509002685547,-0.01958262171836367,0,787.5954837799072,210.85756301879883,998.453046798706
2023-03-07,29.284128189086914,-0.02783236992389604,1,758.3113555908203,234.2730255126953,992.5843811035156
2023-03-08,29.856201171875,0.019535257430039366,1,728.4551544189453,268.705810546875,997.1609649658203
2023-03-09,29.353172302246094,-0.016848388270600423,0,728.4551544189453,264.17855072021484,992.6337051391602
2023-03-10,29.086864471435547,-0.009072540033097876,1,699.3682899475098,290.86864471435547,990.2369346618652
2023-03-13,28.66274070739746,-0.014581281679728386,0,699.3682899475098,286.6274070739746,985.9956970214844
2023-03-14,28.860008239746094,0.006882368101586378,1,670.5082817077637,317.46009063720703,987.9683723449707
2023-03-15,28.583833694458008,-0.009569454831538704,1,641.9244480133057,343.0060043334961,984.9304523468018
